zhAddress,zhLink,zhName,zhNum,zhTime,zhType 
深圳,position_detail.php?id=35879&keywords=&tid=0&lid=0,HY6-产品运营经理（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=35892&keywords=&tid=0&lid=0,TEG09-视频编转码高级工程师（深圳/北京）,3,2019-01-07,技术类
深圳,position_detail.php?id=35841&keywords=&tid=0&lid=0,23292-互娱内容运营经理（深圳）,1,2019-01-07,内容编辑类
深圳,position_detail.php?id=35683&keywords=&tid=0&lid=0,15611-航海王IP动作游戏3D动画设计师（深圳）,4,2019-01-07,设计类
深圳,position_detail.php?id=35724&keywords=&tid=0&lid=0,15612-游戏客户端研发工程师(深圳),1,2019-01-07,技术类
北京,position_detail.php?id=36223&keywords=&tid=0&lid=0,CSIG16-自动驾驶云平台高级后台开发工程师(北京),1,2019-01-07,技术类
深圳,position_detail.php?id=36267&keywords=&tid=0&lid=0,30621-腾讯社交广告Web前端开发工程师（新闻视频广告 深圳）,2,2019-01-07,技术类
北京,position_detail.php?id=36186&keywords=&tid=0&lid=0,CSIG02-腾讯云行业方案架构师（北京/上海/深圳/成都/武汉）,2,2019-01-07,技术类
成都,position_detail.php?id=36187&keywords=&tid=0&lid=0,CSIG02-腾讯云行业方案架构师（北京/上海/深圳/成都/武汉）,2,2019-01-07,技术类
武汉,position_detail.php?id=36188&keywords=&tid=0&lid=0,CSIG02-腾讯云行业方案架构师（北京/上海/深圳/成都/武汉）,1,2019-01-07,技术类
深圳,position_detail.php?id=36114&keywords=&tid=0&lid=0,21530-腾讯音乐高级招聘经理(深圳),1,2019-01-07,职能类
深圳,position_detail.php?id=36184&keywords=&tid=0&lid=0,CSIG02-腾讯云行业方案架构师（北京/上海/深圳/成都/武汉）,1,2019-01-07,技术类
深圳,position_detail.php?id=36013&keywords=&tid=0&lid=0,CSIG17-测试开发高级工程师（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=36015&keywords=&tid=0&lid=0,TEG15-区块链后台开发工程师（深圳）,1,2019-01-07,技术类
上海,position_detail.php?id=46678&keywords=&tid=0&lid=0,30632-腾讯广告数据营销顾问（上海）,1,2019-01-07,市场类
广州,position_detail.php?id=46679&keywords=&tid=0&lid=0,WXG10-212 企业微信私有化版产品策划经理（广州）,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46680&keywords=&tid=0&lid=0,30625-腾讯广告KA金融行业销售经理（北京）,1,2019-01-07,市场类
深圳,position_detail.php?id=46670&keywords=&tid=0&lid=0,27092-应用宝二次元游戏用户运营（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46671&keywords=&tid=0&lid=0,27092-内容商业化运营经理/高级运营经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46672&keywords=&tid=0&lid=0,27092-内容商业化产品经理/高级产品经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46673&keywords=&tid=0&lid=0,27092-短视频内容商业化产品经理/高级产品经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46676&keywords=&tid=0&lid=0,TEG04-知识管理产品Web前端开发（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46666&keywords=&tid=0&lid=0,30360-手机QQ Android/iOS开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46667&keywords=&tid=0&lid=0,30360-社交平台QQ-Android开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46668&keywords=&tid=0&lid=0,30360-手Q-iOS开发工程师（深圳）,1,2019-01-07,技术类
北京,position_detail.php?id=46669&keywords=&tid=0&lid=0,CSIG15-翻译君产品经理,1,2019-01-07,产品/项目类
天津,position_detail.php?id=46663&keywords=&tid=0&lid=0,23671-企鹅号视频质量管理（天津）,1,2019-01-07,内容编辑类
深圳,position_detail.php?id=46664&keywords=&tid=0&lid=0,30360-QQ空间平台流量产品策划经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46665&keywords=&tid=0&lid=0,30360-QQ空间短视频产品策划经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46659&keywords=&tid=0&lid=0,25668-腾讯云精细化营销高级市场经理（深圳）,1,2019-01-07,市场类
深圳,position_detail.php?id=46660&keywords=&tid=0&lid=0,TEG06-云计算产品高级开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46661&keywords=&tid=0&lid=0,15581-欢乐麻将运营策划（深圳）,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46662&keywords=&tid=0&lid=0,23671-企鹅号视频质量管理(北京),1,2019-01-07,内容编辑类
深圳,position_detail.php?id=46655&keywords=&tid=0&lid=0,28603-114 微信支付商户基础开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=36569&keywords=&tid=0&lid=0,22850-腾讯视频VIP后台开发,1,2019-01-07,技术类
深圳,position_detail.php?id=36571&keywords=&tid=0&lid=0,22850-腾讯视频VIP产品经理（深圳）,2,2019-01-07,产品/项目类
北京,position_detail.php?id=36562&keywords=&tid=0&lid=0,PCG19-腾讯视频大数据高级工程师（北京）,1,2019-01-07,技术类
北京,position_detail.php?id=36566&keywords=&tid=0&lid=0,PCG19-腾讯视频自然语言处理高级工程师（北京）,2,2019-01-07,技术类
深圳,position_detail.php?id=36567&keywords=&tid=0&lid=0,22850-页面重构前端开发,1,2019-01-07,技术类
深圳,position_detail.php?id=36488&keywords=&tid=0&lid=0,20503-计算机视觉高级研究员（深圳）,1,2019-01-07,技术类
北京,position_detail.php?id=36510&keywords=&tid=0&lid=0,CSIG16-手图运营开发工程师（北京）,1,2019-01-07,技术类
深圳,position_detail.php?id=36534&keywords=&tid=0&lid=0,HY6-内容营销经理（深圳）,1,2019-01-07,市场类
上海,position_detail.php?id=36475&keywords=&tid=0&lid=0,25928-次世代3D角色美术(上海）,1,2019-01-07,设计类
上海,position_detail.php?id=36474&keywords=&tid=0&lid=0,25928-次世代3D特效师（上海）,1,2019-01-07,设计类
上海,position_detail.php?id=36407&keywords=&tid=0&lid=0,15573-MMORPG资深手游关卡设计师（上海）,2,2019-01-07,产品/项目类
深圳,position_detail.php?id=36455&keywords=&tid=0&lid=0,AQ-生态安全高级经理,1,2019-01-07,职能类
深圳,position_detail.php?id=36377&keywords=&tid=0&lid=0,23517-MMO手游优化与版本管理,1,2019-01-07,产品/项目类
北京,position_detail.php?id=36340&keywords=&tid=0&lid=0,WXG08-121 微信模式识别自然语言处理算法工程师（北京）,1,2019-01-07,技术类
深圳,position_detail.php?id=36855&keywords=&tid=0&lid=0,26699-智慧零售数据工程师（深圳）,4,2019-01-07,技术类
北京,position_detail.php?id=36733&keywords=&tid=0&lid=0,23671-企鹅号后台开发工程师（北京）,2,2019-01-07,技术类
广州,position_detail.php?id=36772&keywords=&tid=0&lid=0,WXG02-113 微信通话后台开发工程师（广州/深圳）,1,2019-01-07,技术类
上海,position_detail.php?id=36783&keywords=&tid=0&lid=0,25666-互联网商务拓展（上海）,2,2019-01-07,市场类
广州,position_detail.php?id=36819&keywords=&tid=0&lid=0,WXG03-113 小程序后台开发工程师（广州）,4,2019-01-07,技术类
广州,position_detail.php?id=36821&keywords=&tid=0&lid=0,WXG03-115 小程序基础库前端开发工程师,1,2019-01-07,技术类
北京,position_detail.php?id=36659&keywords=&tid=0&lid=0,29777-腾讯云工业行业方案架构师（北京/上海/成都）,1,2019-01-07,技术类
深圳,position_detail.php?id=36593&keywords=&tid=0&lid=0,25923-机器学习平台研发工程师（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=36574&keywords=&tid=0&lid=0,22850-腾讯视频VIP 渠道营销工具产品经理（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=36592&keywords=&tid=0&lid=0,25923-数据分析师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=36950&keywords=&tid=0&lid=0,15571-后台开发工程师（深圳）,1,2019-01-07,技术类
北京,position_detail.php?id=36974&keywords=&tid=0&lid=0,CSIG17-Android逆向工程师（北京）,1,2019-01-07,技术类
深圳,position_detail.php?id=36976&keywords=&tid=0&lid=0,TEG09-云存储高级研发工程师（深圳/北京）,1,2019-01-07,技术类
深圳,position_detail.php?id=36893&keywords=&tid=0&lid=0,19511-腾讯游戏业务流程经理（深圳）,2,2019-01-07,职能类
深圳,position_detail.php?id=36915&keywords=&tid=0&lid=0,23294-互娱赛事运营经理（深圳）,1,2019-01-07,市场类
上海,position_detail.php?id=36925&keywords=&tid=0&lid=0,30627-腾讯广告战略合作伙伴拓展经理（上海）,2,2019-01-07,市场类
广州,position_detail.php?id=36943&keywords=&tid=0&lid=0,WXG02-143 微信后台策略安全工程师(广州),2,2019-01-07,技术类
北京,position_detail.php?id=36835&keywords=&tid=0&lid=0,27647-剧本编审（北京）,2,2019-01-07,产品/项目类
深圳,position_detail.php?id=36852&keywords=&tid=0&lid=0,26699-智慧零售应用架构师（深圳）,4,2019-01-07,技术类
深圳,position_detail.php?id=36854&keywords=&tid=0&lid=0,26699-智慧零售运营行销经理（深圳）,3,2019-01-07,产品/项目类
深圳,position_detail.php?id=46649&keywords=&tid=0&lid=0,30933-2D场景设计师（深圳）,1,2019-01-07,设计类
深圳,position_detail.php?id=46642&keywords=&tid=0&lid=0,25928-GCloud平台高级产品经理（深圳）,1,2019-01-07,产品/项目类
上海,position_detail.php?id=46643&keywords=&tid=0&lid=0,30628-广告数据挖掘与算法工程师（上海）,1,2019-01-07,技术类
深圳,position_detail.php?id=46644&keywords=&tid=0&lid=0,25928-GCloud游戏云平台高级架构师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46645&keywords=&tid=0&lid=0,25928-GCloud游戏云平台高级技术PM,3,2019-01-07,产品/项目类
深圳,position_detail.php?id=46638&keywords=&tid=0&lid=0,15612-3D动作设计师（深圳）,1,2019-01-07,设计类
深圳,position_detail.php?id=46639&keywords=&tid=0&lid=0,TME-全民K歌国际版曲库运营（马来/印尼/泰国/菲律宾方向）,2,2019-01-07,内容编辑类
深圳,position_detail.php?id=46640&keywords=&tid=0&lid=0,TME-全民K歌国际版曲库运营（印度方向）,1,2019-01-07,内容编辑类
深圳,position_detail.php?id=46641&keywords=&tid=0&lid=0,9615-CDG高级秘书（深圳）,2,2019-01-07,职能类
深圳,position_detail.php?id=46634&keywords=&tid=0&lid=0,15612-3D特效组长（深圳）,1,2019-01-07,设计类
深圳,position_detail.php?id=46635&keywords=&tid=0&lid=0,15612-3D角色组长（深圳）,1,2019-01-07,设计类
深圳,position_detail.php?id=46636&keywords=&tid=0&lid=0,15612-3D角色设计师（深圳）,1,2019-01-07,设计类
深圳,position_detail.php?id=46637&keywords=&tid=0&lid=0,15612-手游3D特效设计师（深圳）,1,2019-01-07,设计类
深圳,position_detail.php?id=46630&keywords=&tid=0&lid=0,25924-大数据平台开发工程师（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=46631&keywords=&tid=0&lid=0,30360-windows客户端应用开发,2,2019-01-07,技术类
深圳,position_detail.php?id=46632&keywords=&tid=0&lid=0,30360-社交平台iOS开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46633&keywords=&tid=0&lid=0,30360-社交平台Android开发工程师（深圳）,2,2019-01-07,技术类
北京,position_detail.php?id=46626&keywords=&tid=0&lid=0,27730-Yoo视频产品经理（深圳）,1,2019-01-07,产品/项目类
广州,position_detail.php?id=46627&keywords=&tid=0&lid=0,CSIG08-web前端开发工程师（广州）,1,2019-01-07,技术类
北京,position_detail.php?id=46629&keywords=&tid=0&lid=0,23674-推荐引擎机器学习后台开发高级工程师,1,2019-01-07,技术类
广州,position_detail.php?id=46656&keywords=&tid=0&lid=0,28603-113 微信支付核心支付开发工程师(广州),1,2019-01-07,技术类
深圳,position_detail.php?id=46657&keywords=&tid=0&lid=0,16810-腾讯动漫产品策划经理（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46658&keywords=&tid=0&lid=0,TEG-HRBP（深圳）,1,2019-01-07,职能类
深圳,position_detail.php?id=46650&keywords=&tid=0&lid=0,PCG17-高级游戏运营,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46651&keywords=&tid=0&lid=0,23671-企鹅号算法leader-图像识别（北京）,1,2019-01-07,技术类
深圳,position_detail.php?id=46652&keywords=&tid=0&lid=0,18402-RPG手游版本管理（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46653&keywords=&tid=0&lid=0,29311-CSIG-医疗健康高级品牌经理（深圳）,1,2019-01-07,市场类
深圳,position_detail.php?id=46646&keywords=&tid=0&lid=0,18302-新动作手游高级文学策划（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46647&keywords=&tid=0&lid=0,18302-新动作手游数值策划（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46648&keywords=&tid=0&lid=0,30933-游戏技术美术TA（深圳）,1,2019-01-07,设计类
深圳,position_detail.php?id=37419&keywords=&tid=0&lid=0,25663-游戏行业运营经理（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=37286&keywords=&tid=0&lid=0,CSIG02-腾讯云教育行业方案架构师（深圳/北京）,6,2019-01-07,技术类
深圳,position_detail.php?id=37157&keywords=&tid=0&lid=0,CB-绩效经理（深圳）,1,2019-01-07,职能类
深圳,position_detail.php?id=37230&keywords=&tid=0&lid=0,HY-高管秘书（深圳）,1,2019-01-07,职能类
北京,position_detail.php?id=37140&keywords=&tid=0&lid=0,22989-腾讯云大数据产品研发专家（北京）,3,2019-01-07,技术类
深圳,position_detail.php?id=37440&keywords=&tid=0&lid=0,30621-腾讯社交广告策略产品经理（新闻视频广告 深圳）,2,2019-01-07,产品/项目类
深圳,position_detail.php?id=37397&keywords=&tid=0&lid=0,23292-互娱穿越火线内容运营经理（深圳）,1,2019-01-07,内容编辑类
深圳,position_detail.php?id=37416&keywords=&tid=0&lid=0,PCG19-腾讯视频iOS多媒体开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=37344&keywords=&tid=0&lid=0,20503-高性能计算软件架构开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=37319&keywords=&tid=0&lid=0,HY6-推广策划经理-电竞方向（深圳）,1,2019-01-07,市场类
北京,position_detail.php?id=37324&keywords=&tid=0&lid=0,22989-云存储资深研发工程师（北京）,5,2019-01-07,技术类
深圳,position_detail.php?id=37341&keywords=&tid=0&lid=0,20503-计算机视觉高级研究员（深圳）,1,2019-01-07,技术类
上海,position_detail.php?id=37239&keywords=&tid=0&lid=0,HGJ-senior legal counsel(MA),1,2019-01-07,职能类
北京,position_detail.php?id=37141&keywords=&tid=0&lid=0,22989-腾讯云大数据产品研发工程师（北京）,6,2019-01-07,技术类
深圳,position_detail.php?id=37102&keywords=&tid=0&lid=0,30621-腾讯社交广告应用开发工程师（新闻视频广告 深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=36991&keywords=&tid=0&lid=0,TEG14-系统测试工程师(深圳),2,2019-01-07,技术类
广州,position_detail.php?id=37000&keywords=&tid=0&lid=0,WXG02-116 微信专项测试工程师（广州）,2,2019-01-07,技术类
深圳,position_detail.php?id=37095&keywords=&tid=0&lid=0,18434-交互设计师 (深圳),1,2019-01-07,设计类
北京,position_detail.php?id=36948&keywords=&tid=0&lid=0,24546-OTT内容运营组长（北京）,1,2019-01-07,内容编辑类
深圳,position_detail.php?id=37278&keywords=&tid=0&lid=0,PCG01-QQ平台-后台开发工程师（深圳）,5,2019-01-07,技术类
深圳,position_detail.php?id=37800&keywords=&tid=0&lid=0,CSIG07-电脑管家后台开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=37606&keywords=&tid=0&lid=0,25923-移动游戏运维工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=37609&keywords=&tid=0&lid=0,TEG15-java开发高级工程师（深圳）,1,2019-01-07,技术类
广州,position_detail.php?id=37819&keywords=&tid=0&lid=0,WXG02-116 微信终端测试开发工程师（广州）,2,2019-01-07,技术类
深圳,position_detail.php?id=37718&keywords=&tid=0&lid=0,22850-腾讯视频VIP后台开发工程师(深圳),2,2019-01-07,技术类
北京,position_detail.php?id=37734&keywords=&tid=0&lid=0,PCG19-iOS高级开发工程师（北京）,1,2019-01-07,技术类
成都,position_detail.php?id=37627&keywords=&tid=0&lid=0,20016-《王者荣耀》高级测试开发工程师（成都）,1,2019-01-07,技术类
北京,position_detail.php?id=37530&keywords=&tid=0&lid=0,24546-客厅新媒体运营经理（北京）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=37549&keywords=&tid=0&lid=0,TEG15-高级计费产品经理（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=37496&keywords=&tid=0&lid=0,22989-腾讯云设计中心-交互设计师（深圳）,1,2019-01-07,设计类
北京,position_detail.php?id=37527&keywords=&tid=0&lid=0,15612-手游后台开发（北京）,3,2019-01-07,技术类
广州,position_detail.php?id=37442&keywords=&tid=0&lid=0,WXG03-115 微信开放平台行业前端开发工程师(广州）,1,2019-01-07,技术类
上海,position_detail.php?id=37475&keywords=&tid=0&lid=0,15573-手游服务器开发工程师（上海）,1,2019-01-07,技术类
上海,position_detail.php?id=37479&keywords=&tid=0&lid=0,21229-游戏测试工程师（上海）,1,2019-01-07,技术类
深圳,position_detail.php?id=46615&keywords=&tid=0&lid=0,27553-腾讯音乐后台开发工程师（深圳）,1,2019-01-07,技术类
北京,position_detail.php?id=46616&keywords=&tid=0&lid=0,23674-新闻Web前端开发高级工程师（北京）,1,2019-01-07,技术类
北京,position_detail.php?id=46617&keywords=&tid=0&lid=0,23674-腾讯新闻高级产品经理,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46610&keywords=&tid=0&lid=0,19835-影视整合营销经理（北京）,1,2019-01-07,市场类
北京,position_detail.php?id=46611&keywords=&tid=0&lid=0,29313-会计（项目合约制）（北京）,1,2019-01-07,职能类
深圳,position_detail.php?id=46612&keywords=&tid=0&lid=0,30361-企鹅FM平台运营,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46606&keywords=&tid=0&lid=0,WH-企业文化专家（深圳）,1,2019-01-07,职能类
深圳,position_detail.php?id=46607&keywords=&tid=0&lid=0,18428--数据库工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46608&keywords=&tid=0&lid=0,22989-腾讯云硬件项目经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46609&keywords=&tid=0&lid=0,26563-后台开发工程师(深圳）,1,2019-01-07,技术类
广州,position_detail.php?id=37700&keywords=&tid=0&lid=0,WXG01-117 微信iOS客户端创新业务开发工程师（广州）,2,2019-01-07,技术类
深圳,position_detail.php?id=37715&keywords=&tid=0&lid=0,PCG19-腾讯视频app后台开发高级工程师（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=37685&keywords=&tid=0&lid=0,26699-智慧零售后台开发工程师,3,2019-01-07,技术类
广州,position_detail.php?id=37631&keywords=&tid=0&lid=0,WXG03-113 微信公众平台后台开发工程师（广州）,2,2019-01-07,技术类
上海,position_detail.php?id=37628&keywords=&tid=0&lid=0,21229-欧美代理游戏海外PM（上海）,1,2019-01-07,产品/项目类
上海,position_detail.php?id=37629&keywords=&tid=0&lid=0,21229-欧美代理游戏运营（上海）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46622&keywords=&tid=0&lid=0,PCG15-互动视频C++/C/Java后台开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46623&keywords=&tid=0&lid=0,29777-腾讯云金融行业后台开发高级工程师,1,2019-01-07,技术类
深圳,position_detail.php?id=46624&keywords=&tid=0&lid=0,PCG09-浏览器信息流项目经理,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46625&keywords=&tid=0&lid=0,CSIG16-自动驾驶云平台前端工程师（北京）,1,2019-01-07,技术类
北京,position_detail.php?id=46618&keywords=&tid=0&lid=0,SA-腾讯社交广告算法工程师（北京）,1,2019-01-07,技术类
北京,position_detail.php?id=46619&keywords=&tid=0&lid=0,SA-腾讯社交广告大数据研发工程师（北京）,2,2019-01-07,技术类
北京,position_detail.php?id=46620&keywords=&tid=0&lid=0,SA-腾讯社交广告大数据后台工程师（研发中心 北京）,2,2019-01-07,技术类
深圳,position_detail.php?id=46621&keywords=&tid=0&lid=0,25663-腾讯云泛互联网后台开发高级工程师,1,2019-01-07,技术类
北京,position_detail.php?id=46613&keywords=&tid=0&lid=0,30361-企鹅FM小说版权运营,1,2019-01-07,内容编辑类
深圳,position_detail.php?id=46602&keywords=&tid=0&lid=0,WXG08-113 微信搜索基础后台开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46603&keywords=&tid=0&lid=0,30359-C/C++高级后台开发工程师,1,2019-01-07,技术类
深圳,position_detail.php?id=46604&keywords=&tid=0&lid=0,PCG10-腾讯文件云服务后台开发工程师,1,2019-01-07,技术类
北京,position_detail.php?id=46605&keywords=&tid=0&lid=0,TEG11-视频内容理解高级工程师(北京）,1,2019-01-07,技术类
北京,position_detail.php?id=46598&keywords=&tid=0&lid=0,23673-热点运营,1,2019-01-07,内容编辑类
深圳,position_detail.php?id=46599&keywords=&tid=0&lid=0,TEG04-智慧校园产品高级售前工程师（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46600&keywords=&tid=0&lid=0,23486-证券业务C++后台开发高级工程师（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=46601&keywords=&tid=0&lid=0,23486-证券产品前端开发,1,2019-01-07,技术类
深圳,position_detail.php?id=46594&keywords=&tid=0&lid=0,15605-高级3D动画设计师(深圳),1,2019-01-07,设计类
深圳,position_detail.php?id=46595&keywords=&tid=0&lid=0,22989-腾讯专有云高级研发项目经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=38060&keywords=&tid=0&lid=0,PCG04-看点高级系统测试工程师（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=38032&keywords=&tid=0&lid=0,25663-金融云互联网金融售前架构师（深圳/北京/上海）,1,2019-01-07,技术类
上海,position_detail.php?id=38034&keywords=&tid=0&lid=0,25663-金融云互联网金融售前架构师（深圳/北京/上海）,1,2019-01-07,技术类
深圳,position_detail.php?id=38041&keywords=&tid=0&lid=0,PCG19-腾讯视频基础后台开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=37992&keywords=&tid=0&lid=0,15612-后台游戏开发工程师(深圳）,1,2019-01-07,技术类
上海,position_detail.php?id=38000&keywords=&tid=0&lid=0,19332-高级Web前端开发工程师（上海）,2,2019-01-07,技术类
深圳,position_detail.php?id=38016&keywords=&tid=0&lid=0,CSIG07-安全数据挖掘工程师（深圳）,1,2019-01-07,技术类
北京,position_detail.php?id=37969&keywords=&tid=0&lid=0,WXG08-211 微信看一看视频策略产品经理（北京）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=37974&keywords=&tid=0&lid=0,S2-高级会计师(深圳),1,2019-01-07,职能类
深圳,position_detail.php?id=37977&keywords=&tid=0&lid=0,PCG10-NLP算法高级工程师（搜索方向）,1,2019-01-07,技术类
深圳,position_detail.php?id=37962&keywords=&tid=0&lid=0,25928-游戏语音高级产品策划（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=37966&keywords=&tid=0&lid=0,25928-腾讯游戏云前端开发高级工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=37937&keywords=&tid=0&lid=0,25663-金融云银行行业售前架构师（北京/上海/深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=37951&keywords=&tid=0&lid=0,TEG03-机器学习和数据挖掘工程师（深圳）,1,2019-01-07,技术类
香港,position_detail.php?id=37905&keywords=&tid=0&lid=0,S2-海外税务管理专家,2,2019-01-07,职能类
深圳,position_detail.php?id=37911&keywords=&tid=0&lid=0,GY0-海外云行业分析师（深圳）,1,2019-01-07,市场类
北京,position_detail.php?id=37895&keywords=&tid=0&lid=0,17757-产品信息安全管理（北京）,3,2019-01-07,内容编辑类
北京,position_detail.php?id=37900&keywords=&tid=0&lid=0,17757-安全管理平台PHP开发工程师（北京）,1,2019-01-07,技术类
广州,position_detail.php?id=37836&keywords=&tid=0&lid=0,WXG02-116 微信小游戏专项测试工程师（广州/深圳）,2,2019-01-07,技术类
北京,position_detail.php?id=37863&keywords=&tid=0&lid=0,WXG08-122 微信推荐数据挖掘算法工程师（北京）,2,2019-01-07,技术类
昆明,position_detail.php?id=38196&keywords=&tid=0&lid=0,26381-腾云架构师（合资公司--昆明）,1,2019-01-07,技术类
昆明,position_detail.php?id=38200&keywords=&tid=0&lid=0,26381-腾云平台运营总监（合资公司编制-云南）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=38171&keywords=&tid=0&lid=0,23295-互娱TGL项目web前端开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=38182&keywords=&tid=0&lid=0,24491-王者荣耀全球版-数值策划,1,2019-01-07,产品/项目类
昆明,position_detail.php?id=38191&keywords=&tid=0&lid=0,26381-腾云技术总监（合资公司编制-昆明）,1,2019-01-07,技术类
深圳,position_detail.php?id=38105&keywords=&tid=0&lid=0,15571-高级Unity引擎开发工程师（深圳）,3,2019-01-07,技术类
深圳,position_detail.php?id=38142&keywords=&tid=0&lid=0,22989-腾讯云serverless后台开发工程师（深圳）,5,2019-01-07,技术类
深圳,position_detail.php?id=38091&keywords=&tid=0&lid=0,19511-游戏学院高校合作项目经理（深圳）,1,2019-01-07,产品/项目类
广州,position_detail.php?id=38044&keywords=&tid=0&lid=0,WXG08-121 微信小程序商业算法工程师(广州/北京),2,2019-01-07,技术类
深圳,position_detail.php?id=38054&keywords=&tid=0&lid=0,26563-WeGame平台运营（深圳）,1,2019-01-07,产品/项目类
广州,position_detail.php?id=46569&keywords=&tid=0&lid=0,WXG03-115 小游戏引擎工具链开发（广州）,2,2019-01-07,技术类
广州,position_detail.php?id=46570&keywords=&tid=0&lid=0,WXG03-小程序终端系统开发（广州）,2,2019-01-07,技术类
广州,position_detail.php?id=46571&keywords=&tid=0&lid=0,WXG03-113 小程序业务开发（广州）,2,2019-01-07,技术类
深圳,position_detail.php?id=46572&keywords=&tid=0&lid=0,22989-腾讯云容器高级工程师（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=46573&keywords=&tid=0&lid=0,PCG04-后台开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46566&keywords=&tid=0&lid=0,27564-移动游戏运营开发工程师,1,2019-01-07,技术类
上海,position_detail.php?id=46567&keywords=&tid=0&lid=0,27564-移动游戏运营开发工程师,1,2019-01-07,技术类
广州,position_detail.php?id=46568&keywords=&tid=0&lid=0,WXG03-小游戏引擎客户端开发(广州）,2,2019-01-07,技术类
北京,position_detail.php?id=46561&keywords=&tid=0&lid=0,22851-腾讯视频少儿IP高级商务经理（北京）,1,2019-01-07,内容编辑类
广州,position_detail.php?id=46563&keywords=&tid=0&lid=0,WXG03-113 小程序&小游戏基础后台开发（广州）,2,2019-01-07,技术类
深圳,position_detail.php?id=38295&keywords=&tid=0&lid=0,TEG05-高级后台系统开发工程师（深圳）,3,2019-01-07,技术类
深圳,position_detail.php?id=38300&keywords=&tid=0&lid=0,21228-集换式卡牌游戏商业化策划（深圳）,1,2019-01-07,产品/项目类
北京,position_detail.php?id=38236&keywords=&tid=0&lid=0,CSIG16-自动驾驶基于视觉/Lidar的定位算法工程师（北京）,1,2019-01-07,技术类
广州,position_detail.php?id=38251&keywords=&tid=0&lid=0,28600-113 微信支付后台开发工程师（广州）,1,2019-01-07,技术类
上海,position_detail.php?id=38277&keywords=&tid=0&lid=0,30625-腾讯广告大客户销售经理,1,2019-01-07,市场类
