zhAddress,zhLink,zhName,zhNum,zhTime,zhType
深圳,position_detail.php?id=46769&keywords=&tid=0&lid=0,21087-MMORPG官网运营（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46822&keywords=&tid=0&lid=0,23872-互娱资深战略发展经理,2,2019-01-07,市场类
深圳,position_detail.php?id=46814&keywords=&tid=0&lid=0,22989-腾讯云初创公司生态高级运营经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46816&keywords=&tid=0&lid=0,23516-资深手游渠道运营经理,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46818&keywords=&tid=0&lid=0,28966-交互设计师(深圳）,2,2019-01-07,设计类
深圳,position_detail.php?id=46811&keywords=&tid=0&lid=0,23874-游戏评测方向游戏策划（深圳）,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46812&keywords=&tid=0&lid=0,PCG09-信息流项目经理,8,2019-01-07,产品/项目类
北京,position_detail.php?id=46813&keywords=&tid=0&lid=0,20772-企鹅影视电影/网络电影文学策划,1,2019-01-07,产品/项目类
日本,position_detail.php?id=46810&keywords=&tid=0&lid=0,23874-游戏引进评估分析（日本市场方向）,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46774&keywords=&tid=0&lid=0,23671-企鹅号策略产品经理（质量方向）-北京,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46775&keywords=&tid=0&lid=0,23671-企鹅号策略高级产品经理（新热度方向）-北京,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46776&keywords=&tid=0&lid=0,23671-企鹅号策略产品经理（北京）,3,2019-01-07,产品/项目类
深圳,position_detail.php?id=46770&keywords=&tid=0&lid=0,30620-腾讯社交广告质量与风控产品经理(微信广告 深圳),2,2019-01-07,产品/项目类
深圳,position_detail.php?id=46771&keywords=&tid=0&lid=0,21087-DNF手游平台渠道运营(深圳),1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46772&keywords=&tid=0&lid=0,23516-游戏版本管理（深圳）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46773&keywords=&tid=0&lid=0,23516-游戏运营数据分析（深圳）,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46766&keywords=&tid=0&lid=0,30631-项目交付运营经理,1,2019-01-07,市场类
上海,position_detail.php?id=46767&keywords=&tid=0&lid=0,30631-项目交付运营经理,1,2019-01-07,市场类
深圳,position_detail.php?id=46768&keywords=&tid=0&lid=0,TME-全民K歌Android开发工程师（深圳）,4,2019-01-07,技术类
深圳,position_detail.php?id=46843&keywords=&tid=0&lid=0,PCG19-腾讯视频移动端合作产品经理,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46839&keywords=&tid=0&lid=0,23671-企鹅号定制服务产品运营（北京）,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46840&keywords=&tid=0&lid=0,23671-企鹅号品类运营经理（北京）,5,2019-01-07,产品/项目类
深圳,position_detail.php?id=46842&keywords=&tid=0&lid=0,29315-HRBP（深圳）,1,2019-01-07,职能类
北京,position_detail.php?id=46835&keywords=&tid=0&lid=0,22851-腾讯视频明星粉丝（doki）内容运营,1,2019-01-07,内容编辑类
北京,position_detail.php?id=46836&keywords=&tid=0&lid=0,22089-体育经纪商务经理（北京）,1,2019-01-07,市场类
深圳,position_detail.php?id=46837&keywords=&tid=0&lid=0,30360-手Q-iOS开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46838&keywords=&tid=0&lid=0,30360-手Q-iOS开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46831&keywords=&tid=0&lid=0,27092-手游助手前端开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46832&keywords=&tid=0&lid=0,19511-高级运营经理（深圳）,1,2019-01-07,产品/项目类
北京,position_detail.php?id=46804&keywords=&tid=0&lid=0,17467-市场部娱乐营销拓展（北京）,1,2019-01-07,市场类
深圳,position_detail.php?id=46805&keywords=&tid=0&lid=0,29923-高级视觉设计师,1,2019-01-07,设计类
深圳,position_detail.php?id=46806&keywords=&tid=0&lid=0,15687-高级游戏技术美术（深圳）,2,2019-01-07,设计类
北京,position_detail.php?id=46801&keywords=&tid=0&lid=0,22086-腾讯体育会员渠道高级拓展经理 ,1,2019-01-07,市场类
北京,position_detail.php?id=46802&keywords=&tid=0&lid=0,29315-HRBP（北京）,1,2019-01-07,职能类
深圳,position_detail.php?id=46803&keywords=&tid=0&lid=0,TEG-干部管理经理,1,2019-01-07,职能类
上海,position_detail.php?id=46797&keywords=&tid=0&lid=0,15575-资深战斗/关卡策划（上海）,1,2019-01-07,产品/项目类
上海,position_detail.php?id=46798&keywords=&tid=0&lid=0,15575-资深系统策划（上海）,1,2019-01-07,产品/项目类
上海,position_detail.php?id=46799&keywords=&tid=0&lid=0,15575-高级客户端开发工程师（上海）,1,2019-01-07,技术类
深圳,position_detail.php?id=46757&keywords=&tid=0&lid=0,TEG06-分布式存储工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=46758&keywords=&tid=0&lid=0,PCG09-QQ看点后台开发（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=46750&keywords=&tid=0&lid=0,26832-雇主品牌经理—创意方向岗位,-1,2019-01-07,职能类
深圳,position_detail.php?id=46751&keywords=&tid=0&lid=0,22989-视频云后台开发工程师,3,2019-01-07,技术类
深圳,position_detail.php?id=46752&keywords=&tid=0&lid=0,TEG02-网络设计工程师（深圳）,2,2019-01-07,技术类
深圳,position_detail.php?id=46753&keywords=&tid=0&lid=0,25928-web前端开发工程师,1,2019-01-07,技术类
深圳,position_detail.php?id=46748&keywords=&tid=0&lid=0,27087-高级营销经理,1,2019-01-07,市场类
深圳,position_detail.php?id=46749&keywords=&tid=0&lid=0,26832-雇主品牌AE岗位,1,2019-01-07,职能类
广州,position_detail.php?id=46743&keywords=&tid=0&lid=0,WXG03-211 公众平台数据运营（广州）,1,2019-01-07,产品/项目类
深圳,position_detail.php?id=46744&keywords=&tid=0&lid=0,28603-117 微信支付基础支付跨平台开发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=27785&keywords=&tid=0&lid=0,18435-财付通高级风险分析师（深圳）,1,2019-01-07,技术类
香港,position_detail.php?id=27275&keywords=&tid=0&lid=0,18435-高级反洗钱合规管理（香港）,1,2019-01-07,技术类
深圳,position_detail.php?id=27805&keywords=&tid=0&lid=0,22850-腾讯视频VIP后台开发工程师(深圳),1,2019-01-07,技术类
深圳,position_detail.php?id=26624&keywords=&tid=0&lid=0,TEG07-CDC高级多媒体视觉设计师（深圳）,1,2019-01-07,设计类
深圳,position_detail.php?id=27219&keywords=&tid=0&lid=0,18428-金融应用高级运维工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=27054&keywords=&tid=0&lid=0,CS-腾讯公益高级测试工程师,1,2019-01-07,技术类
北京,position_detail.php?id=26556&keywords=&tid=0&lid=0,TEG13-自然语言处理高级工程师（北京）,2,2019-01-07,技术类
深圳,position_detail.php?id=25689&keywords=&tid=0&lid=0,PCG19-腾讯视频搜索后台研发工程师（深圳）,1,2019-01-07,技术类
深圳,position_detail.php?id=26205&keywords=&tid=0&lid=0,PCG19-视频AI算法专家工程师（深圳）,1,2019-01-07,技术类
